耳罩	3M 1426 可调节经济型隔音耳罩 塑料+海绵 双色 头戴式 20副/箱（计价单位：副）
盆	珍膳美不锈钢盆 30cm 特厚 （计价单位：个）
开关插座	施耐德 E8233L1F 开关面板 三开单控开关 16A 带荧光指示开关 白色 86×86mm（计价单位：个）
卷纸	维达 V4080-A 卷纸 蓝色经典 138*104mm 四层 160克 10卷  10卷/提 （计价单位：提）
数据线	维达 V4078-A 至有份量卫卷 138*104mm 200克10卷 10卷/提*6提（计价单位：提）
多功能一体机	兄弟 DCP-7180DN 黑白激光一体机(打印/复印/扫描三合一)(计价单位:台)
剪刀	得力 6050 时尚彩色办公剪刀 绿色 175mm (计价单位：把）
垃圾袋	利得 46*62cm 垃圾袋 加厚装 五卷 90只 手提背心 黑色 (计价单位:包)
工具托组套	史丹利 90-044-23 EVA工具托组套 20件风动系列(计价单位：套）
标签打印机	兄弟 PT-P900 电脑标签机 标签打印 智能 无线 高速 黑色（计价单位：台）
吹风机	史丹利 STPT600 调速吹风机 600W （计价单位：台）
硒鼓	兄弟 DR-3450 原装硒鼓适用于MFC-8535 8530 8540DN HL-5580D（计价单位：支）
墨盒	惠普 C4810A 11号黑色打印头 适用Designjet500系列机型（计价单位：个）
墨盒	惠普 C4811A 11号蓝色打印头 适用Designjet500系列机型（计价单位：个）
墨盒	惠普 C4812A 11号红色打印头 适用Designjet500系列机型（计价单位：个）
电话机	得力 33490 电显示固定电话机 160*20*75mm 黑色（计价单位：部）
复印纸	亚太森博 A4 70g 拷贝可乐 复印纸500张/包 8包/箱（计价单位：箱）
机身附件	绿联 20254 USB转RJ45接口 USB2.0 黑(计价单位：根）
尖嘴钳	世达（SATA） 70102A 尖嘴钳8寸（计价单位：把）
双开口扳手组套	世达（SATA） 09045 6件套全抛光双开口扳手（计价单位：套）
垃圾桶	得力 18828 脚踏式垃圾桶 8L 不锈钢原色 (计价单位:个)
直尺	得力 8463 30CM 钢尺  不锈钢钢制尺子 （计价单位：个）
托盘	雅诚德 S16-080 饭盘 8寸203mm 陶瓷 （计价单位：个）
便携水杯	Artiart 540ml 便携水杯 带盖 不倒杯 运动款 黑色 82.4*82.4*224mm (计价单位:个)
卷纸	维达 V4457 超韧系列 无芯卷纸 140g 12卷/提*6提/袋（计价单位：提）
便携水杯	Artiart 540ml 便携水杯 带盖 不倒杯 运动款 绿色 82.4*82.4*224mm (计价单位:个)
纸巾盒	幸福阳光 E403150W 原生态健康无添加盒装纸巾 大规格3层 L 150抽/盒 3盒/提 （计价单位：提）
中性笔	金隆兴 D9113 DIY木质文件栏 带笔筒 297*260*266 木纹 (计价单位:个)
便利贴/报事贴	得力 7602 便条纸(带盒) 147*101mm（销售单位：本） (12本/盒)
扫把/拖把	敏胤 JWL-9009 扫把簸箕套装 猪鬃毛 簸箕高度102cm 扫把高度105cm 褐色 （计价单位：套）
色带	天威 LQ630K 色带芯 适用爱普生 LQ630K/635K/730K/735K/610K/80KF(不含带架)（计价单位：支）
复印机/复合机墨粉	东芝 T-FC50C-M 原装 红色墨粉  适用于2555 3055 3555 4555 5055C（计价单位：支）
复印机/复合机墨粉	东芝 T-FC50C-Y 原装 黄色墨粉  适用于2555 3055 3555 4555 5055C（计价单位：支）
卷纸	自由森林 116906 大卷纸 独立装 300米双层 自然本色 （计价单位：箱）
消毒柜	圣托 RTP1800-D9 热风循环高温消毒柜 碗柜 三门立式 1940(长)*565(宽)*1935(高) mm（计价单位：台）
便条纸	得力 7700 便条纸 91*87mm 300张/本（销售单位：本） (24本/盒)
消毒柜	圣托 YTP220-C1 干毛巾消毒柜立式 商用紫外线臭氧 480(长)*400(宽)*1230(高) mm 5Kg/层（计价单位：台）
DIY卡纸	得力 7721 热敏传真纸210MM*30M（销售单位：卷） (12卷/箱)
活动扳手	钢盾 S016712 套柄铬钒钢活扳手 铬钼合金钢 12英寸（计价单位：把）
消毒柜	圣托 RTP500-B3 热风循环高温消毒柜 580(宽)*475(深)*1810(高) MM（计价单位：台）
扳手	世达（SATA） 47501 全抛光双头角度套筒扳手合金钢8*9（计价单位：把）
复印机配件	柯尼卡美能达 DV512C 显影组件（载体） （适用C364e/C224e）（计价单位：个）
U盘	闪迪 CZ73 酷铄 USB3.0 金属U盘 读150MB/秒包邮 64G （计价单位：个）
消毒柜	圣托 RTP600-D3 消毒柜640(长)*565(宽)*1935(高) mm（计价单位：台）
消毒柜	圣托 YTD380-C10 消毒柜 触摸家用立式大容量烘干消毒570(长)*430(宽)*1610(高) mm（计价单位：台）
消毒柜	圣托 YTP910-C9 消毒柜 商用双开门 立式大容量 红外线保洁柜 餐厅厨房饭店酒店消毒碗柜 双门常规-1.43米高（计价单位：台）
消毒柜	圣托 YTD330-C12 消毒柜570(长)*430(宽)*1430(高) mm 臭氧红外线保洁柜10Kg（计价单位：台）
电话机	飞利浦 CORD492 来电显示语音报号电话机 黑色(计价单位:个)
复写纸	晨光 32001 耐用薄型复写纸 规格：25.5×18.5(蓝) （计价单位：本）
墨粉	e代 CE310A 墨粉盒黑色 适用于惠普HP 126A CP1025 CP1025nw M175A M175nw M275A CRG-329 LBP7010C 7018C（计价单位：支)
消毒柜	圣托 RTD1000-B6 热风循环餐具消毒柜1160(长)*490(宽)*1850(高) mm （计价单位：台）
墨粉	e代 CE311A 墨粉盒蓝色 适用于惠普HP 126A CP1025 CP1025nw M175A M175nw M275A CRG-329 LBP7010C 7018C（计价单位：支）
洗碗机	圣托 CST-X08A 商用超声波洗碗机800(长)*790(宽)*800(高) mm （计价单位：台）
墨粉	e代 CE312A 墨粉盒黄色 适用于惠普HP 126A CP1025 CP1025nw M175A M175nw M275A CRG-329 LBP7010C 7018C（计价单位：支）
墨粉	e代 CE313A 墨粉盒红色 适用于惠普HP 126A CP1025 CP1025nw M175A M175nw M275A CRG-329 LBP7010C 7018C（计价单位：支）
消毒柜	圣托 RTD1000-B5 热风循环消毒柜1160(长)*490(宽)*1850(高) mm （计价单位：台）
电话机	飞利浦 CORD228 电话机 白色（计价单位：部）
塑料杯	得力 9845 三格塑料资料架 黑色（计价单位：组）
扳手	伍尔特 713305123 弯头梅花扳手 深偏位双梅花扳手 12*13 铬钒钢（计价单位：把）
复印纸	佳能 70g A4复印纸  500页/包 5包/箱 （计价单位：箱）
凿	伍尔特 71463129 尖錾子 尖凿 L200MM 工程钢材（计价单位：把）
测电笔	钢盾 S034010 测电笔 100-500VAC150mm 铬钒钢批头 绝缘塑壳（计价单位：支）
管钳	宝合 2504008 重型管子钳 8寸 Cr-V （计价单位：把）
管钳	宝合 2504012 重型管子钳 12寸 Cr-V （计价单位：把）
管钳	宝合 2504014 重型管子钳 14寸 Cr-V （计价单位：把）
锤	宝合 3103120 胡桃木柄钳工锤 200g 高碳钢（计价单位：把）
套筒组套	"宝合 2300102 25件6.3MM系列套筒组套 25件套 Cr-V
链条	（计价单位：套）"
锤	宝合 3103130 胡桃木柄钳工锤 300g 高碳钢（计价单位：把）
管钳	宝合 2504018 重型管子钳 18寸 Cr-V （计价单位：把）
锤	宝合 3103140 胡桃木柄钳工锤 400g 高碳钢（计价单位：把）
锤	宝合 3103150 胡桃木柄钳工锤 500g 高碳钢（计价单位：把）
管钳	宝合 2504024 重型管子钳 24寸 Cr-V （计价单位：把）
管钳	宝合 2504036 重型管子钳 36寸 Cr-V （计价单位：把）
管钳	宝合 2504048 重型管子钳 48寸 Cr-V （计价单位：把）
套筒组套	"宝合 2300103 38件6.3MM系列套筒组套 38件套 Cr-V
链条	（计价单位：套）"
套筒组套	"宝合 2300201 21件10MM系列套筒组套 21件套 
台式机	Cr-V
链条	（计价单位：套）"
套筒组套	"宝合 2300302 32件12.5MM系列套筒组套 32件套 Cr-V
链条	（计价单位：套）"
套筒组套	"宝合 2300303 58件12.5MM系列套筒组套　58件套　Cr-V
链条	（计价单位：套）"
双开口扳手组套	宝合 2200202 8件全抛光双开口扳手组套　8件套　铬钒钢（计价单位：套）
双开口扳手组套	宝合 2200204 13件全抛光双开口扳手组套　13件套　铬钒钢（计价单位：套）
扳手/梅花扳手/棘轮扳手	宝合 2202108 专利防滑型双向棘轮两用扳手　8mm　Cr-V（计价单位：把）
尼龙扎带	伍尔特 7157254 无反弹锤 带尼龙头 D40mm（计价单位：把）
两用扳手	宝合 2231106 专利防滑型全抛光加长两用扳手 Cr-V材质 6mm（计价单位：把）
两用扳手	宝合 2231107 专利防滑型全抛光加长两用扳手 Cr-V材质 7mm（计价单位：把）
两用扳手	宝合 2231108 专利防滑型全抛光加长两用扳手 Cr-V材质 8mm（计价单位：把）
两用扳手	宝合 2231109 专利防滑型全抛光加长两用扳手 Cr-V材质 9mm（计价单位：把）
两用扳手	宝合 2231110 专利防滑型全抛光加长两用扳手 Cr-V材质 10mm(计价单位：把)
两用扳手	宝合 2231111 专利防滑型全抛光加长两用扳手 Cr-v材质 11mm（计价单位：把）
两用扳手	宝合 2231112 专利防滑型全抛光加长两用扳手 Cr-v材质 12mm(计价单位：把)
两用扳手	宝合 2231113 专利防滑型全抛光加长两用扳手 Cr-v材质 13mm(计价单位：把)
两用扳手	宝合 2231114 专利防滑型全抛光加长两用扳手 Cr-v材质 14mm（计价单位：把）
两用扳手	宝合 2231115 专利防滑型全抛光加长两用扳手 Cr-v材质 15mm（计价单位：把）
两用扳手	宝合 2231116 专利防滑型全抛光加长两用扳手 Cr-v材质 16mm（计价单位：把）
两用扳手	宝合 2231117 专利防滑型全抛光加长两用扳手 Cr-V材质 17mm（计价单位：把）
两用扳手	宝合 2231118 专利防滑型全抛光加长两用扳手 Cr-v材质 18mm（计价单位：把）
两用扳手	宝合 2231119 专利防滑型全抛光加长两用扳手 Cr-V材质 19mm（计价单位：把）
两用扳手	宝合 2231120 专利防滑型全抛光加长两用扳手 Cr-V材质 20m（计价单位：把）
两用扳手	宝合 2231121 专利防滑型全抛光加长两用扳手 Cr-V材质 21mm（计价单位：把）
两用扳手	宝合 2231122 专利防滑型全抛光加长两用扳手 Cr-V材质 22mm（计价单位：把）
两用扳手	宝合 2231124 专利防滑型全抛光加长两用扳手 Cr-V材质 24mm（计价单位：把）
两用扳手	宝合 2231125 专利防滑型全抛光加长两用扳手 Cr-V材质 25mm（计价单位：把）
两用扳手	宝合 2231127 专利防滑型全抛光加长两用扳手 Cr-V材质 27mm（计价单位：把）
两用扳手	宝合 2231129 专利防滑型全抛光加长两用扳手 Cr-V材质 29mm（计价单位：把）
两用扳手	宝合 2231130 专利防滑型全抛光加长两用扳手 Cr-V材质 30mm（计价单位：把）
两用扳手	宝合 2231132 专利防滑型全抛光加长两用扳手 Cr-V材质 32mm（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202109 专利防滑型双向棘轮两用扳手 9mm Cr-V（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202110 专利防滑型双向棘轮两用扳手　10mm　Cr-V（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202111 专利防滑型双向棘轮两用扳手　11mm　Cr-V（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202112 专利防滑型双向棘轮两用扳手　12mm　Cr-V（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202113 专利防滑型双向棘轮两用扳手　13mm　Cr-V（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202114 专利防滑型双向棘轮两用扳手　14mm　Cr-V（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202115 专利防滑型双向棘轮两用扳手　15mm　Cr-V（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202116 专利防滑型双向棘轮两用扳手　16mm　Cr-V（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202117 双向棘轮两用扳手 专利防滑型 17mm　Cr-V(计价单位:把)
扳手/梅花扳手/棘轮扳手	宝合 2202118 专利防滑型双向棘轮两用扳手　18mm　Cr-V（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202119 专利防滑型双向棘轮两用扳手　19mm　Cr-V（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202121 专利防滑型双向棘轮两用扳手　21mm　Cr-V（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202122 专利防滑型双向棘轮两用扳手　22mm　Cr-V（计价单位：把）
扳手/梅花扳手/棘轮扳手	宝合 2202124 专利防滑型双向棘轮两用扳手　24mm　Cr-V（计价单位：把）
线缆	津达线缆 ZC-BV10 国标阻燃单股铜芯绝缘电线 ZC-BV10 100米/盘 红色 （计价单位：盘）
饮水机	碧丽 JO-2Q5-RO 饮水机 节能校园一体机（计价单位：台）
A3复印纸	格洁 830606 无尘擦拭纸 15cm*15cm　300张/包 20包/箱（计价单位：箱）
其它厨房电器	绿联 40846 6.5公转双莲花母音频转接头 （计价单位：个）
复印纸	瑞印 A4 70g 纯白复印纸 500张*8包/箱 (计价单位:箱)
扫把/拖把	欧丽家 58g 短把高粱笤帚（计价单位：把）
文件袋	得力 5505 透明按扣文件袋 A4（计价单位：个）
碗	张小泉 D30550100 刀具 不锈钢 套装 （计价单位：套）
墨粉	兄弟 TN-B020 墨粉盒 （适用于兄弟7530/7500/2050/2000D/7720/7700D）(计价单位:个)
光端机	海康威视 DS-7804NB-K1/C 监控录像机 网络高清监控器设备 4路NB系列 含电源 含安装（计价单位：台）
抽杆夹	得力 5531 抽杆夹（计价单位：个）
抽杆夹	得力 5532 A4抽杆夹文件夹 15mm  5个/包 整包价 颜色随机（计价单位：包)
硬盘	希捷 ST1000NM0008 银河系列  1TB监控专用硬盘（计价单位：块）
档案盒	得力 5602 档案盒35mm 蓝色 (计价单位：个）
胶粘剂	世达（SATA） BF0111 透气膜防尘防静电防化服 XXL码 (计价单位:件)
档案盒	得力 5603 粘扣档案盒55mm 蓝色（计价单位：个） (12个/盒)
档案盒	得力 5604 档案盒75mm（计价单位：个） (6个/箱)
碗	艾格莱雅 1000ml*3 保鲜碗三件套 钢化玻璃 （计价单位：套）
喷墨一体机	兄弟 DCP-T310 喷墨一体机 (打印、复印、扫描)（计价单位:台）
套筒套装	敏杨 14*3.5cm 陶瓷调羹 白色（计价单位：个）
半圆锉	世达（SATA） 3935 中齿半圆锉 6寸（计价单位：把）
积木	博世 GDC140 大理石切割机 1400W 重2.9kg （计价单位：台）
墨盒	兄弟 TN-283C 激光打印机 蓝色墨粉 适用机型 HL-3160CDW HL- 3190CDW DCP-9030MFC-9150 9350CDW （计价单位:支）
激光打印机	兄弟 HL-3190CDW 彩色激光打印机 （计价单位:台）
板夹	得力 NO9226 书写板夹原木质感 A4 226*315mm 棕色 （计价单位：个） (24个/箱)
UPS电源	信华硬条灯 一拖三 220V 配LED驱动电源（计价单位：套）
清洁剂	标榜多功能泡沫清洗剂淡味型 汽车用品 620ml 绿色 （计价单位：瓶）
托盘	史丹利 STMT74173-8-23 23件12.5mm系列公制套筒托盘组套(计价单位：套）
三角阀	联塑PVC排水管 下水排污管 75(A管)（计价单位：米）
锯/锯条	世达（SATA） 93402 重型铝合金锯弓 12英寸 张紧力150kg 材质铝合金（计价单位：把）
电瓶线	伍尔特 7022030 热风枪 230V 线长4米 重0.95KG （计价单位：台）
墨盒	惠普（HP） CR312AA 802s黑色+802s彩色墨盒套装 （适用HP Deskjet 1050/2050/1010/1000/2000/1510/1511） 计价单位：套
皮纹纸	天章 A4 单层 新绿云彩纸 皮纹纸 浅黄色  100张/包（计价单位：包）
抽杆夹	得力 5538 五色抽杆夹 A4 10个/包 颜色随机（计价单位：包）
白板	得力 7852 挂壁式白板60*40Cm（计价单位：个）
套筒	史丹利 STMT89402-8-23 公制6角风动套筒 19mm系列 24mm (计价单位：个）
套筒	史丹利 STMT89414-8-23 公制6角风动套筒 19mm系列 36mm (计价单位：个）
套筒	史丹利 STMT89418-8-23 公制6角风动套筒 19mm系列 41mm (计价单位：个）
套筒	史丹利 STMT89421-8-23 公制6角风动套筒 19mm系列 46mm (计价单位：个）
风扇/空调扇	美的 FS40-18HR 落地扇 变频 24档 10片叶片 15小时定时预约 遥控 太空灰（计价单位：台）
头灯	神火 X30 手扫感应头灯 USB充电 ABS材质 60*45*35mm（计价单位：个）
录音笔	索尼 PCM-A10 录音笔16GB 黑色 高清专业降噪 蓝牙操控 无损音乐播放 乐器学习商务采访（计价单位：个）
插座	得力 27041-03 插座 一控十位 十个三项 十个两项 10A 220V 3m 白色（计价单位：个）
替芯	得力 S766 大笔画中性笔芯 黑色 1.0mm（计价单位：支） (20支/盒)
铅笔	中华 120 红蓝铅笔 50支装（计价单位：支） (10支/把)
计算器	晨光 ADG98107 计算器桌面型 （计价单位：个） (10个/箱)
热风枪	世达（SATA） 97922 调温型热风枪1800W带电源重720g(计价单位：把）
电话机	得力 781 电话机 办公家用翻转屏幕 白色 （计价单位：部）
电动工具	博世 GCO200 型材切割机 钢材金属电锯 单相220V 355MM（计价单位：台）（防风防汛）
空调	美的 KFR-72QW/DY-B(D2) 定频冷暖天花机空调 3P 二级能效（计价单位：台）
复印机	京瓷 M4132idn A3黑白激光数码复合机 白色 标配  700*430*520mm （计价单位：台）
电风扇	长城 FL-65 电风扇 塑料可摇头三档调节落地三叶扇 黑色 （计价单位：台）
体能训练绳	易尔拓 YT-7022 枪钉 6mm 1000只/盒 (计价单位:盒)
档案袋	广博 EN-13 加厚 牛皮纸档案袋 200G 20只/包 (计价单位：包)
扳手套装	钢盾 S050012 9件套公制特长内六角扳手（计价单位：套）
扳手套装	钢盾 S050008 9件套公制加长内六角扳手（计价单位：套）
扳手套装	钢盾 S050003 9件套公制球头内六角扳手（计价单位：套）
双开口扳手组套	钢盾 S018101 6件套公制精抛光双开口扳手（计价单位：套）
扳手	钢盾 S050016 9件L型加长扳手T10-T50（计价单位：套）
内六角扳手	钢盾 S050023 9合1多功能加长球头内六角扳手 (计价单位:套)
扳手套装	钢盾 S050022 8件套折叠式花形内六角扳手 (计价单位:套)
扳手套装	钢盾 S050020 8件套折叠式公制球头内六角扳手 (计价单位:套)
扳手套装	钢盾 S050015 8件套L型加长扳手T6-T25（计价单位：套）
套筒组套	宝合 2300101 6.3MM系列套筒组套 Cr-V 20件套（计价单位：套）
复印机/复合机墨粉	佳能 NPG-67M 墨粉  红色 适用于：iR-ADV C3520 3525 3530 3320 3320L 3325 3330 C3020（计价单位：支）
复印机/复合机墨粉	佳能 NPG-67C 墨粉 青色 适用于iR-ADV C3520 3525 3530 3320 3320L 3325 3330 C3020（计价单位：支）
复印机/复合机墨粉	佳能 NPG-67Y 墨粉 黄色 适用于iR-ADV C3520 3525 3530 3320 3320L 3325 3330 C3020（计价单位：支）
摄像机	索尼 FDR-AX100E 4K高清数码摄像机 256GSD卡（计价单位：台）
梅花扳手	宝合 2237126 全抛光双梅花扳手 23x26mm Cr-V（计价单位：把）
梅花扳手	宝合 2237127 全抛光双梅花扳手 24x27mm Cr-V（计价单位：把）
梅花扳手	宝合 2237130 全抛光双梅花扳手 27x30mm Cr-V（计价单位：把）
梅花扳手	宝合 2237132 全抛光双梅花扳手 30x32mm Cr-V（计价单位：把）
套筒	宝合 2309115 12.5MM系列火花塞套筒 21MM 铬钒钢（计价单位：个）
锤	宝合 3104116 胡桃木柄紫铜锤 16oz 高碳钢（计价单位：把）
锤	宝合 3104132 胡桃木柄紫铜锤 32oz 高碳钢（计价单位：把）
空调	美的 KF-120QW/SY-B(D2) 空调 白色 单冷 5匹 嵌入式 定频 380V 二级能效 六年保修（计价单位：台）
工具包	史丹利 93-225-1-23 防水尼龙工具大包 规格 650*230*240mm(计价单位：个）
扳手	史丹利 94-180-2-23 公制双口尖尾棘轮扳手 24*27mm (计价单位：把）
钢丝钳	田岛 1201-1524 钢丝钳 200mm 216*57*24mm 材质60Crv  （计价单位：把）
活动扳手	史丹利 STAD01006-23 B系列沾塑柄活动扳手6"/150mm(计价单位:把)
活动扳手	史丹利 STAD01008-23 B系列沾塑柄活动扳手8"/200mm(计价单位:把)
活动扳手	史丹利 STAD01012-23 B系列沾塑柄活动扳手12"/300mm(计价单位:把)
活动扳手	史丹利 STAD01015-23 B系列沾塑柄活动扳手15"/375mm(计价单位:把)
微波炉	美的 EM7KCG4-NR 微波炉 平板加热 20L 459*352*281mm红色  （计价单位：台）
绝缘鞋	代尔塔 301211 绝缘鞋 彩虹系列轻便透气 绝缘12KV 防磨耐油防砸 非金属材料保护包头 毛面牛皮 棕红色 35码(计价单位:双)
绝缘鞋	代尔塔 301211-36码 绝缘鞋 10双/箱 褐色配红色 彩虹系列无金属防砸12KV（计价单位:双）
绝缘鞋	代尔塔 301211-37码 绝缘鞋 10双/箱 褐色配红色 彩虹系列无金属防砸12KV（计价单位:双）
绝缘鞋	代尔塔 301211-38码 绝缘鞋 10双/箱 褐色配红色 彩虹系列无金属防砸12KV（计价单位:双）
绝缘鞋	代尔塔 301211-39码 绝缘鞋 10双/箱 褐色配红色 彩虹系列无金属防砸12KV（计价单位:双）
绝缘鞋	代尔塔 301211 绝缘鞋 10双/箱 褐色配红色 彩虹系列无金属防砸12KV（计价单位:双）
绝缘鞋	代尔塔 301211-41码 绝缘鞋 10双/箱 褐色配红色 彩虹系列无金属防砸12KV（计价单位:双）
绝缘鞋	代尔塔 301211-42码 绝缘鞋 10双/箱 褐色配红色 彩虹系列无金属防砸12KV（计价单位:双）
绝缘鞋	代尔塔 301211-43码 绝缘鞋 10双/箱 褐色配红色 彩虹系列无金属防砸12KV（计价单位:双）
绝缘鞋	代尔塔 301211-44码 绝缘鞋 10双/箱 褐色配红色 彩虹系列无金属防砸12KV（计价单位:双）
绝缘鞋	代尔塔 301211-45码 绝缘鞋 10双/箱 褐色配红色 彩虹系列无金属防砸12KV（计价单位:双）
绝缘鞋	代尔塔 301211-46码 绝缘鞋 10双/箱 褐色配红色 彩虹系列无金属防砸12KV（计价单位:双）
硒鼓	惠普（HP） CF450A 655A系列CF450A黑色硒鼓 12500页 （计价单位：支）
复印机/复合机墨粉	天威 TN2325 墨粉盒专业装 适用兄弟HL2260 D MFC7380 DCP7180DN HL2560DN DCP7080D 7180 7480 7880 1819（计价单位：支）
复印机	佳能 iR2206N A3黑白数码复合机 标配稿台盖板+单纸盒 加配国产工作台 上门安装售后 保修一年 现货 （计价单位：台）
订书钉	益而高 2323 23/23订书针(计价单位:盒) (10盒/条)
空调	格力 KFR-35GW/(35574)FNhAa-A3 壁挂式空调 大1.5匹 皓雪白 冷静宝 变频 （计价单位：台）
空调	格力 KFR-72LW/(72583)FNhAa-A1(WIFI) I酷II 3匹  一级能效  变频空调柜机 金秋白 （计价单位：台）
空调	格力 KFR-72LW/(72555)FNhBa-A1 i慕 3匹 一级能效 圆柱式变频空调 奢华金 （计价单位：台）
空调	格力 KFR-26GW/(26553)FNhAb-A1(WIFI) 壁挂式空调 1匹 1级能耗 变频 皓雪白 （计价单位：台）
蒸笼	韵友 1.2m*1.2m 蒸笼布 棉白纱布（计价单位：片）
空调	格力 KFR-50GW/(50582)FNCa-A2 壁挂式空调 2匹 二级能效 智能WiFi 变频冷暖 香槟色（计价单位：台）
碎纸机	科密 9910 高保密办公碎纸机 小颗粒文件粉碎机（计价单位：台）
空调	格力 KFR-35GW/(35553)FNhAb-A1(WIFI) 壁挂空调 大1.5匹 1级能耗 变频 皓雪白 （计价单位：台）
黑板	比比牛 45*60CM 黑板 挂式 粉笔书写 黑色（计价单位：块）
空调	格力 KFR-50LW/(50580)FNhAb-A3(WIFI) 2匹 3级 圆柱式 变频冷暖空调 金秋白（计价单位：台）
空调	格力 KFR-72LW/(72580)FNhAb-A3(WIFI) 3匹 3级 圆柱式变频冷暖空调 金秋白（计价单位：台）
网线	绿联 11271 7类纯铜网线 5米 黑色（计价单位：根）
地毯	定制 158*140cm 电梯星期地毯 PVC塑胶 起订量：7张 工期：5个工作日 红色（计价单位：张）
复印纸	及至 J1480-5 复印纸 A4 80g 500张*5包/箱（计价单位：箱）
商用开水器	德玛仕 KW-100G-2 380V 商用开水器 20L-50L容量 304不锈钢 双开水龙头 420mm*410mm*970mm（计价单位：台）
复印纸	及至 J1470-5 复印纸 A4 70g 500张/包*5包（计价单位：箱）
复印纸	及至 J1470-8 复印纸 A4 70g 500张/包*8包（计价单位：箱）
订书机	益而高 939 劲力型订书机 可钉15-210mm（计价单位：个） (6个/盒)
录音笔	索尼 ICD-PX470 4GB  便携式学习型数码录音棒 黑色
套筒	捷科 FK1-D50 1英寸风动加长套筒 Cr-Mo钢材质 50*100mm（计价单位：个）
套筒	捷科 FK1-D46 1英寸风动加长套筒 Cr-Mo钢材质 46*100mm（计价单位：个）
录音笔	飞利浦 VTR6600 降噪录音笔 高清触摸微型数字 8G 锖色 （计价单位：支）
碱性电池	南孚 LR03 AAA 7号碱性电池 6粒装（计价单位：板）
摄像头	罗技 CC3500e GROUP 视频会议系统 摄像头（计价单位：台）
录音笔	飞利浦 VTR6600 降噪录音笔 高清触摸微型数字 8GB 蓝色 （计价单位：支）
长尾夹	益而高 SA18P-P 25mm筒装黑色长尾夹 48个/筒（计价单位：筒）
开关	正泰 NM10-250/330 200A 塑壳断路器 三相3P空气开关 200A（计价单位：个）
录音笔	索尼 PCM-D10 专业数码录音笔 16G 黑色  （计价单位：个）
录音笔	索尼 ICD-UX560F 黑色 数码专业录音笔 黑色   4G  （计价单位：个）
工作台	史丹利 93-801-23C 工作台 1524mm（计价单位：张）
碎纸机	得力 9904 碎纸机 白色 5级保密（计价单位：台）
扳手	伍尔特 071330110 开口梅花扳手 总长140mm 对边宽10mm 爪宽22.5mm 环的外径16.1mm 铬钒钢材质 （计价单位：把）
计算器	晨光 ADG98120 语音型计算器 200*160mm（计价单位：台） (10台/盒)
两用扳手	伍尔特 071330129 梅开扳手 WS29*L330mm 铬钒钢 （计价单位：把）
两用扳手	伍尔特 071330128 梅开扳手 WS28*L320mm 铬钒钢 （计价单位：把）
两用扳手	伍尔特 071330127 梅开扳手 WS27*L310mm 铬钒钢（计价单位：把）
两用扳手	伍尔特 071330125 梅开扳手 WS25*L290mm 铬钒钢（计价单位：把）
两用扳手	伍尔特 071330121 梅开扳手 WS21*L250mm 铬钒钢（计价单位：把）
两用扳手	伍尔特 071330119 梅开扳手 WS19*L230mm 铬钒钢（计价单位：把）
菜刀	十八子作 S220-2 斩骨刀 不锈钢刀体 木刀柄 小号 150*350mm（计价单位：把）
两用扳手	伍尔特 071330117 梅开扳手 WS17*L205mm 铬钒钢（计价单位：把）
碎纸机	科密 黑金刚+ 办公商用碎纸机  31L 410x318x630mm 黑色（计价单位：台）
无人机	美的 YR1901S-X 茶吧机（计价单位：台）
转换接头	世达（SATA） 34717 转换接头 1/2转3/4 铬钼钢 （计价单位：个）
复写纸	得力 9374 薄型复写纸 127.5*185MM  32K 100张/盒(计价单位：盒)
转换接头	世达（SATA） 34715 转换接头 3/8转1/2 铬钼钢 （计价单位：个）
转换接头	世达（SATA） 12930 转换接头 3/8转1/4 铬钼钢 （计价单位：个）
长尾夹	益而高 TY144-P 32mm筒装黑色长尾夹 24个/筒（计价单位：筒）
便携式手电筒	南孚 5号 电池 （计价单位：节）
长尾夹/白钢夹/票夹	益而高 TY144 32mm盒装黑色长尾夹 12个/盒（计价单位：盒）
硬盘录像机	海康威视 DS-7808NB-K2 网络监控硬盘录像机 黑色 （计价单位：台）
复写纸	得力 9370 双面薄型复写纸 185×85mm 48K 蓝色 100张/盒(计价单位：盒)
复印纸	威尔普 A4 70g 原厂复印纸  500张/包  8/箱（计价单位：箱）
长尾夹/白钢夹/票夹	益而高 TY221 51mm盒装黑色长尾夹 12个/盒 （计价单位：盒） (12盒/中盒)
锤	世达（SATA） 92351 胡桃木柄焊工除渣锤 0.6磅 长：295mm（计价单位：把）
